"Question","Cypher"
"Cần mua nhà 5 tầng ở Hai Bà Trưng sổ đỏ chính chủ diện tích tầm 45 mét vuông gần chợ và trường học.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (toLower(ls.name) CONTAINS ""sổ đỏ chính chủ"" OR toLower(ls.name) CONTAINS ""chính chủ"" OR toLower(ls.name) CONTAINS ""sổ đỏ"")
  AND toFloat(area.value) >= 40 AND toFloat(area.value) <= 50
  AND (toLower(fac.name) CONTAINS ""chợ"" OR toLower(fac.name) CONTAINS ""trường học"")
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10;"
"Tìm nhà 5 tầng sổ đỏ đầy đủ pháp lý ở Hai Bà Trưng diện tích khoảng 45m² gần chợ và trường học.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (toLower(ls.name) CONTAINS ""sổ đỏ chính chủ"" OR toLower(ls.name) CONTAINS ""chính chủ"" OR toLower(ls.name) CONTAINS ""sổ đỏ"")
  AND toFloat(area.value) >= 40 AND toFloat(area.value) <= 50
  AND (toLower(fac.name) CONTAINS ""chợ"" OR toLower(fac.name) CONTAINS ""trường học"")
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10;"
"Tôi muốn tìm bất động sản 5 tầng ở Hai Bà Trưng sổ đỏ chính chủ đầy đủ nội thất","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE (
    toLower(ptype.name) CONTAINS ""nhà"" OR 
    toLower(ptype.name) CONTAINS ""biệt thự"" OR 
    toLower(ptype.name) CONTAINS ""căn hộ"" OR 
    toLower(ptype.name) CONTAINS ""chung cư mini"" OR 
    toLower(ptype.name) CONTAINS ""đất"" OR 
    toLower(ptype.name) CONTAINS ""chung cư"" OR 
    toLower(ptype.name) CONTAINS ""tòa nhà""
  )
  AND toLower(design.name) CONTAINS ""5 tầng""
  AND (toLower(ls.name) CONTAINS ""sổ đỏ chính chủ"" OR toLower(ls.name) CONTAINS ""sổ đỏ"" OR toLower(ls.name) CONTAINS ""chính chủ"")
  AND (toLower(amen.name) CONTAINS ""nội thất"" OR toLower(amen.name) CONTAINS ""đầy đủ"" OR toLower(amen.name) CONTAINS ""đầy đủ nội thất"")
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10;"
"Có bất động sản nào 5 tầng tại Hai Bà Trưng sổ đỏ chính chủ đã có nội thất không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE (
    toLower(ptype.name) CONTAINS ""nhà"" OR 
    toLower(ptype.name) CONTAINS ""biệt thự"" OR 
    toLower(ptype.name) CONTAINS ""căn hộ"" OR 
    toLower(ptype.name) CONTAINS ""chung cư mini"" OR 
    toLower(ptype.name) CONTAINS ""đất"" OR 
    toLower(ptype.name) CONTAINS ""chung cư"" OR 
    toLower(ptype.name) CONTAINS ""tòa nhà""
  )
  AND toLower(design.name) CONTAINS ""5 tầng""
  AND (toLower(ls.name) CONTAINS ""sổ đỏ chính chủ"" OR toLower(ls.name) CONTAINS ""sổ đỏ"" OR toLower(ls.name) CONTAINS ""chính chủ"")
  AND (toLower(amen.name) CONTAINS ""nội thất"" OR toLower(amen.name) CONTAINS ""đầy đủ"" OR toLower(amen.name) CONTAINS ""đầy đủ nội thất"")
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10;"
"Tôi cần mua bất động sản 5 tầng ở Hai Bà Trưng có sổ đỏ nội thất hoàn thiện","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE (
    toLower(ptype.name) CONTAINS ""nhà"" OR 
    toLower(ptype.name) CONTAINS ""biệt thự"" OR 
    toLower(ptype.name) CONTAINS ""căn hộ"" OR 
    toLower(ptype.name) CONTAINS ""chung cư mini"" OR 
    toLower(ptype.name) CONTAINS ""đất"" OR 
    toLower(ptype.name) CONTAINS ""chung cư"" OR 
    toLower(ptype.name) CONTAINS ""tòa nhà""
  )
  AND toLower(design.name) CONTAINS ""5 tầng""
  AND (toLower(ls.name) CONTAINS ""sổ đỏ chính chủ"" OR toLower(ls.name) CONTAINS ""sổ đỏ"" OR toLower(ls.name) CONTAINS ""chính chủ"")
  AND (toLower(amen.name) CONTAINS ""nội thất"" OR toLower(amen.name) CONTAINS ""đầy đủ"" OR toLower(amen.name) CONTAINS ""đầy đủ nội thất"")
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10;"
"Tìm bất động sản 5 tầng tại quận Hai Bà Trưng có sổ đỏ chính chủ đã có nội thất sẵn ở","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE (
    toLower(ptype.name) CONTAINS ""nhà"" OR 
    toLower(ptype.name) CONTAINS ""biệt thự"" OR 
    toLower(ptype.name) CONTAINS ""căn hộ"" OR 
    toLower(ptype.name) CONTAINS ""chung cư mini"" OR 
    toLower(ptype.name) CONTAINS ""đất"" OR 
    toLower(ptype.name) CONTAINS ""chung cư"" OR 
    toLower(ptype.name) CONTAINS ""tòa nhà""
  )
  AND toLower(design.name) CONTAINS ""5 tầng""
  AND (toLower(ls.name) CONTAINS ""sổ đỏ chính chủ"" OR toLower(ls.name) CONTAINS ""sổ đỏ"" OR toLower(ls.name) CONTAINS ""chính chủ"")
  AND (toLower(amen.name) CONTAINS ""nội thất"" OR toLower(amen.name) CONTAINS ""đầy đủ"" OR toLower(amen.name) CONTAINS ""đầy đủ nội thất"")
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10;"
"Tìm biệt thự gần Hồ Tây dưới 30 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District)-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(ptype.name) CONTAINS ""biệt thự""
  AND toLower(fac.name) CONTAINS ""hồ tây""
  AND toFloat(price.value) <= 30
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà tại Hà Đông giá dưới 3 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District)-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(d.name) CONTAINS ""hà đông""
  AND toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(price.value) <= 5
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà riêng ở Hoàng mai giá 5 đến 6 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(price.value) >= 5
  AND toFloat(price.value) <= 6
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà cho gia đình ở Hoàng mai giá 5 đến 6 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(price.value) >= 5
  AND toFloat(price.value) <= 6
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có nhà đất tại Bắc Từ Liêm giá rẻ hơn 4 tỷ không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""bắc từ liêm""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE (toLower(ptype.name) CONTAINS ""nhà"" OR toLower(ptype.name) CONTAINS ""đất"")
  AND toFloat(price.value) < 4
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà mặt phố ở Hai Bà Trưng giá khoảng 7 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(price.value) >= 6.5
  AND toFloat(price.value) <= 7.5
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
