id,text
3794,"BÁN NHÀ NGÕ 21 QUAN HOA- NHÀ ĐẸP Ở NGAY- GẦN PHỐ -2 MẶT THOÁNG- 69M- 4 TẦNG - 7,9 TỶ ( ẢNH THẬT )
Mô tả:
Ngõ 21 Quan Hoa 3 gác chạy ầm ầm, thông sang ngõ 68 Cầu Giấy. Nhà cách mặt phố Quan Hoa đúng 40m. Mặt phố Quan Hoa dừng đỗ xe thoải mái, có bãi trông ô tô ngày đêm.
Nhà chủ xây rất đẹp, mặt tiền gần 5m cực kỳ lý tưởng, khách mua xách va ly về ở ngay.
Nhà thoáng 2 mặt trước sau, ánh sáng tự nhiên ngập tràn.
Thiết kế 4 tầng:
+ Tầng 1: Sân để xe, phòng khách, ăn, vệ sinh.
+ Tầng 2, 3: Mỗi tầng 2 ngủ, vệ sinh.
+ Tầng 4: Phòng thờ, sân phơi.
Khu vực dân trí cao, hàng xóm thân thiện, an ninh đảm bảo tuyệt đối.
Sổ chính chủ, vuông vắn, sẵn sàng giao dịch."
3795,"HỒ TÙNG MẬU- NHÀ ĐẸP- LÔ GÓC 3 THOÁNG - GẦN PHỐ - NGÕ THÔNG- 85M- MT7,3M -9,5 TỶ
+ Toạ lạc tại vị trí xung quanh vô vàn tiện ích, bán kính gần các trường ĐH lớn của Hà Nội,.giao thông đi lại cực kỳ thuận tiện.
+ Nhà chủ thiết kế xây 3 tầng, lô góc 3 mặt thoáng nên phòng nào cũng có ánh sáng tự nhiên.
Tầng 1: Sân để xe rộng, phòng khách, bếp, VS.
Tầng 2: Gồm 2 phòng + VS.
Tầng 3: 1 phòng thờ, 1 phòng ngủ.
+ Sổ đỏ đẹp chính chủ, sẵn sàng giao dịch"
3796,"CẦN BÁN GẤP NHÀ PHẠM TUẤN TÀI- PHÂN LÔ CÁN BỘ- Ô TÔ ĐỖ CỬA- AN SINH ĐẲNG CẤP- 50M- 5 TẦNG- MT4,5M- 11,8TY
Mô tả
- Vị trí đắc địa trung tâm Cầu Giấy, khu vip hàng xóm toàn cán bộ , nhà 2 mặt ngõ ô tô, thoáng trước sau.
- Chủ nhà tự tay xây dựng tâm huyết cực kỳ chắc chắn chưa một vết nứt , nội thất toàn gỗ lim sịn sò.
Thiết kế :
+ Tầng 1 : phòng khách+ bếp .
+ Tầng 2,3 : mỗi tầng 2 phòng +WC.
+ Tầng 4: Phòng thờ sân phơi.
+ Tầng 5: Tum để đồ.
- Sổ đỏ chính chủ vuông vắn không lỗi phong thủy, giao dịch ngay."
3797,"TRUNG TÂM CẦU GIẤY - CÁCH Ô TÔ 15M - NHÀ ĐẸP THOÁNG MÁT Ở NGAY- 35M- 4 TẦNG- 3,9 TỶ
MÔ TẢ :
+ Nhà nằm ngay cổng Quận Ủy Cầu Giấy, dân trí cao, an ninh tốt. Ô tô đỗ gần, cách nhà 15m. Đường vào nhà thoáng mát, được lát toàn bộ gạch đỏ.
+ Tặng chủ mới toàn bộ nội thất.
+ Nhà 4 tầng: Thiết kế lịch sự, sang trọng, tinh tế.
- Tầng 1: Phòng khách + Bếp
- Tầng 2, 3: Tổng 4 phòng ngủ + WC
- Tầng 4: Phòng Thờ + Sân phơi
+ Sổ đỏ chính chủ, nở hậu, sẵn sàng giao dịch."
3798,"BÁN NHÀ TRUNG KÍNH-KHU PHÂN LÔ CÁN BỘ, OTO ĐỖ CỬA, GARA - 78M- 5 TẦNG- 14,7 TỶ
+ Nhà nằm trong khu phân lô căn bộ cấp cao Trung Kính
+ Khu phân lô ô tô đỗ cửa thoải mái, 2 oto tránh nhau
+ Nhà xây dựng chắc chắn, thiết kế lệch tầng hiện đại, thêm một nước sơn nữa thì tuyệt vời.
+ 6 phòng ngủ khép kín, sẵn ô chờ, lắp thang máy thoải mái. Cầu thang rộng, 2 ô thoáng, mang đến không gian đầy đủ ánh sáng tự nhiên.
+ Khu vực trung tâm Cầu Giấy, tiện ích bạt ngàn, di chuyển thuận tiện, ở sướng.
+ Sổ đỏ đẹp, phân lô vuông như tờ A4 sẵn sàng giao dịch"
3799,"CHÍNH CHỦ CẦN BÁN NHÀ PHỐ NHÂN MỸ- NAM TỪ LIÊM, NHÀ MỚI ĐẸP LUNG LINH 55M2 X 4TẦNG, MẶT TIỀN 4M, GIÁ 4.5 TỶ
mô tả
+Gia chủ cần bán gấp nhà LÊ ĐỨC THỌ , khu phố VIP tiện ích ngút ngàn,  giao thông thuận tiện các ngả đường lớn, điện đường trường trạm vô cùng đa dạng,
+ nhà mới sẵn ở ngay đón tết, nội thất lung linh, công năng khoa học, vài bước ra bến xe mỹ đình, gần chợ rẻ như chợ quê,
+ khu vực dân trí cao, hàng xóm văn minh, an ninh cực tốt,
+ Nhà cách ngõ ô tô 20m, ngõ thông các ngả đường lớn.
+ Sổ đỏ chính chủ, vuông vắn hiếm có, sẵn sàng giao dịch.
LIÊN HỆ: MS LAN CHUYÊN NHÀ MẶT PHỐ - THỔ CƯ HÀ NỘI"
3800,"SIÊU PHẨM MẶT PHỐ KINH DOANH, ĐẸP KIÊU SA GIỮA LÒNG CẦU GIẤY- 55M- 5 TẦNG- 12,45 TỶ
Mô tả:
+ Nhà mặt phố nằm ở đoạn rộng, đẹp nhất phố Hoa Bằng, kinh doanh đông vui suốt ngày đêm.
+ Nhà mới xây được 4 năm, chủ ở giữ gìn nên còn gần như mới cứng. Nay chuyển công tác về Quảng Ninh nên bán. Khách mua về ở luôn.
+ Thiết kế khung cột cực chắc chắn, nội thất tuyệt đẹp, cầu thang gỗ lim chắc nịch bóng loáng từ tầng 1-5. Phòng ngủ bố trí lệch tầng nên phòng nào cũng rộng, thoáng.
- Tầng 1: Để xe - Phòng khách - Bếp - Wc
- Tầng 2: Phòng sinh hoạt chung
- Tầng 3-4: Mỗi tầng 2 ngủ rộng + 1 Wc rộng
- Tầng 5: Phòng thờ rộng - Sân phơi.
+ Sổ đỏ chính chủ đẹp long lanh
+ Chủ thiện trí bán."
3801,"SIÊU PHẨM TRẦN THÁI TÔNG CẦU GIẤY- Ô TÔ SÁT NHÀ- 7T THANG MÁY - TẶNG FULL NỘI THẤT - 55M - MT 7M - 11,5 TỶ
Mô Tả
Nhà thiết kế 7 tầng thang máy, Chủ nhà để lại toàn bộ nội thất.
Tầng 1 Kinh doanh, để xe
Tầng 2 nhà ăn, bếp, vs
Tầng 3 phòng khách , caraoke
Tầng 4 hai phòng ngủ, vs
Tầng 5 phòng ngủ master
Tầng 6 một phòng ngủ 1 thờ
Tầng 7 sân phơi
- Vị trí siêu đẹp, cách mặt đường 10m. có thể ở kết hợp kinh doanh.
- Sổ đỏ chính chủ, giao dịch ngay"
3802,"BÁN GẤP NHÀ DUY TÂN- CẦU GIẤY- 10M RA PHỐ- 7T THANG MÁY - FULL NỘI THẤT - 55M - MT 7M - 11,5 TỶ
Mô Tả
Nhà thiết kế 7 tầng thang máy, Chủ nhà để lại toàn bộ nội thất.
Tầng 1 Kinh doanh, để xe
Tầng 2 nhà ăn, bếp, vs
Tầng 3 phòng khách , caraoke
Tầng 4 hai phòng ngủ, vs
Tầng 5 phòng ngủ master
Tầng 6 một phòng ngủ 1 thờ
Tầng 7 sân phơi
- Vị trí siêu đẹp, cách mặt đường 10m. có thể ở kết hợp kinh doanh. cách 4om là bãi gửi xe. khu vực dân cư đông đúc, kinh doanh sầm uất.
- Sổ đỏ chính chủ, giao dịch ngay"
3803,"BÁN NHÀ CẦU GIẤY- VỊ TRÍ TRUNG TÂM-FULL TIỆN ÍCH- 40M- 5 TẦNG- 5,3 TỶ
Vị trí đẹp trung tâm cầu giấy ,ngõ rộng ba gác tránh nhau.Khu vực dân cư đông đúc, ngõ thông sang 72 Dương Quảng Hàm.
Thiết kế :
+Tầng 1 : phòng khách + bếp.
+Tầng 2,3,4 mỗi tầng 1 phòng +WC.
+Tầng 5 : phòng thờ sân phơi.
- Sổ đỏ đẹp chính chủ vuông vắn giao dịch ngay.
- LH: MRS LAN xem nhà miễn phí"
3804,"TRUNG TÂM CẦU GIẤY - PHÂN LÔ - GARA - Ô TÔ TRÁNH - VỈA HÈ - KINH DOANH- 55M - 5 TẦNG - 14 TỶ
+ Vị trí đẹp, khu phân lô quân đội toàn quan chức cấp cao ở, dân trí cao, an ninh tốt.
+ Ngõ ô tô tránh, thông tứ tung.
+ Nhà xây dựng chắc chắn, kết cấu rất tốt, hiện đang để không, khách mua về lăn sơn qua là long lanh.
+ Thiết kế:
- T1: Gara, phòng nhỏ.
- T2: Phòng khách, bếp.
- T3,4: Mỗi tầng 2 phòng và wc.
- T5: Phòng thờ và sân phơi.
+ Sổ phân lô vuông đẹp, sẵn sàng giao dịch"
3805,"NHÀ MỚI NGUYỄN KHANG- NGÕ THÔNG THOÁNG - 5M RA Ô TÔ- CÁCH BÃI GỬI XE 30M - 2 MẶT THOÁNG TRƯỚC SAU - VUÔNG VẮN - NHÀ MỚI - VỀ Ở LUÔN.
- Vị trí đẹp, cách ô tô 5m, ngõ rộng thông tứ tung ra Cầu Giấy,Nguyễn Khang. cách bãi gửi ô tô chỉ 30m, thông cả ra Nguyễn Văn Huyên kéo dài chỉ 30mra CV Cầu Giấy chỉ 100m
- Nhà thiết kế 5 tầng, 6PN cầu thang giữa, thoáng trước sau, phòng nào cũng có cửa sổ, giếng trời rộng phía sau.
- Thiết kế:
+ Tầng 1: P. Khách + Bếp + WC
+ Tầng 2,3,4: 2PN + WC
+ Tầng 5: P. Thờ + Sân phơi
- SĐCC, vuông vắn, sẵn sàng giao dịch"
3806,"SIÊU PHẨM CẦU GIẤY - NHÀ ĐẸP Ở NGAY- 30M RA Ô TÔ TRÁNH - FULL TIỆN ÍCH - 35M - 5 TẦNG - 4,35 TỶ (ảnh thật)
- Vị trí : Thuộc trung tâm Cầu Giấy nhiều tiện ích.
- Nội thất: Đẳng cấp , gỗ thịt , bước vào mùi gỗ thơm nức. Chủ làm nội thất gần 1 tỷ sẽ tặng khách gần hết.
- Thiết kế: 5 tầng + 1 tum .
- Tầng 1 : Bếp + để xe.
- Tầng 2: Phòng khách
- Tầng 3 và 4: mỗi tầng 1 ngủ + vệ sinh.
- Tầng 5: Gian thờ chủ cực chăm chút.
- Tầng 6: Sân phơi mái tôn.
sổ đỏ chính chủ, giao dịch luôn"
3807,"SIÊU HIẾM TRẦN QUỐC HOÀN- LÔ GÓC 3 THOÁNG - PHÂN LÔ Ô TÔ TRÁNH - KINH DOANH- 46M - 4T- 11,9 TỶ
+ Vị trí cực đẹp, nằm trong khu phân lô VIP, ô tô tránh, kinh doanh, lô góc 3 mặt thoáng vĩnh viễn, 2 mặt tiền,cách 1 nhà ra phố, khu vực dân trí cao, trung tâm Cầu Giấy, giao thông di chuyển thuận tiện.
+ Thiết kế xây 4 tầng đã lâu nhưng KCBT chắc chắn, chỉ cần vài thùng sơn là lại mới đẹp long lanh, phòng nào cũng có cửa sổ đón ánh sáng tự nhiên.
Tầng 1: Phòng khách, bếp, vệ sinh.
Tầng 2, 3: Mỗi tầng 2 phòng + vệ sinh.
Tầng 4: Phòng thờ, sân phơi.
+ Sổ đỏ phân lô vuông đẹp, sẵn sàng giao dịch"
3808,"BÁN NHÀ PHẠM TUẤN TÀI- LÔ GÓC 3 THOÁNG - Ô TÔ TRÁNH - KINH DOANH ĐỈNH- 46M - 4T- 11,9 TỶ
+ Vị trí cực đẹp, nằm trong khu phân lô VIP, ô tô tránh, kinh doanh, lô góc 3 mặt thoáng vĩnh viễn, 2 mặt tiền,cách 1 nhà ra phố, khu vực dân trí cao, trung tâm Cầu Giấy, giao thông di chuyển thuận tiện.
+ Thiết kế xây 4 tầng đã lâu nhưng KCBT chắc chắn, chỉ cần vài thùng sơn là lại mới đẹp long lanh, phòng nào cũng có cửa sổ đón ánh sáng tự nhiên.
Tầng 1: Phòng khách, bếp, vệ sinh.
Tầng 2, 3: Mỗi tầng 2 phòng + vệ sinh.
Tầng 4: Phòng thờ, sân phơi.
+ Sổ đỏ phân lô vuông đẹp, sẵn sàng giao dịch"
3809,"LÕI CẦU GIẤY - NHÀ ĐẸP LUNG LINH - CÁCH MP 30M - 2 MẶT NGÕ - Ô TÔ ĐỖ - 8P KHÉP KÍN - CHO THUÊ 40TR/Th (ảnh thật)
- Nhà nằm ngay ngã tư XUÂN THỦY - PHẠM HÙNG. Cách mặt phố ô tô tránh 30m, cách mặt ngõ ô tô 10m 2 mặt ngõ trước sau thoáng vĩnh viền, nếu mở cửa ra mặt sau thì trước nhà ô tô đỗ
- Thiết kế 8 phòng khép kín 1 phòng penhouse siêu to 5 tầng cho thuê 40 tr/tháng.
- Nhà NẰM Ở KHU VỰC LÕI CẦU GIẤY, bên hông ĐH Thương Mại, ngay sát đh quốc gia, sư phạm, Bệnh viện 198, trường học
- Sổ đỏ vuông đét,sẵn sàng giao dịch"
3810,"Nhà cực đẹp, xem là thích, Nghĩa Tân, Cầu Giấy, 55m, 5 tầng, mT 5m, ô tô vào nhà, 7,9 TỶ
- Trước nhà là sân nhà mình ô tô để được ngày đêm, hoặc đánh xe vào nhà, chỉ 3m mét là đường ô tô tránH.
- Khu dân trí cao, nhà chủ tự xây cực kỳ tâm huyết khung cột bê tông chắc, xung quanh đều là nhà sân vườn nên tạo không gian rất thoáng
Thiết kế:
+ Tầng 1: Gara ô tô, phòng khách, bếp, phụ.
+ Tầng 2,3,4: Mỗi tầng 2 phòng, 1 phòng ngủ rộng, 1 ngủ bé hơn có giếng trời. Phụ ở giữa.
+ Tầng 5: Phòng thờ, sân phơi, máy giặt.
- Sổ đỏ chính chủ vuông đẹp."
3811,"BÁN NHÀ CẦU GIẤY- NGÕ THÔNG THOÁNG - 5M RA Ô TÔ- CÁCH BÃI GỬI XE 30M - 2 MẶT THOÁNG TRƯỚC SAU - VUÔNG VẮN - NHÀ MỚI - VỀ Ở LUÔN.
- Vị trí đẹp, cách ô tô 5m, ngõ rộng thông tứ tung ra Cầu Giấy,Nguyễn Khang. cách bãi gửi ô tô chỉ 30m, thông cả ra Nguyễn Văn Huyên kéo dài chỉ 30mra CV Cầu Giấy chỉ 100m
- Nhà thiết kế 5 tầng, 6PN cầu thang giữa, thoáng trước sau, phòng nào cũng có cửa sổ, giếng trời rộng phía sau.
- Thiết kế:
+ Tầng 1: P. Khách + Bếp + WC
+ Tầng 2,3,4: 2PN + WC
+ Tầng 5: P. Thờ + Sân phơi
- SĐCC, vuông vắn, sẵn sàng giao dịch"
3812,"BÁN NHANH NHÀ DỊCH VỌNG- CẦU GIẤY - NHÀ ĐẸP Ở LUÔN - GARA Ô TÔ - FULL NỘI THẤT XỊN- 7,9 TỶ
- Thông số:
Diện tích: 40m2 x 6 tầng.Mặt tiền: 5,5m.
- Thiết kế:
+ Tầng 1: Thông sàn, gara, WC.
+ Tầng 2: PK, bếp, phòng ăn, WC.
+ Tầng 3: 1 phòng master Khép kín.
+ Tầng 4: 2 PN, WC.
+ Tầng 5: Phòng thờ, sân phơi, cây cảnh.
- Nhà mới xây dựng chắc chắn có thể dọn về ở ngay, thiết kế hiện đại, sang trọng, vị trí đắc địa, trung tâm quận Cầu Giấy, 50m ra mặt phố. Vô cùng thuận tiện cho việc đi lại.
- Sổ đỏ chính chủ, giao dịch ngay"
3813,"CHÍNH CHỦ CẦN BÁN NHÀ LÊ ĐỨC THỌ - NAM TỪ LIÊM, NHÀ MỚI ĐẸP LUNG LINH 50M2 X 4TẦNG, MẶT TIỀN 4M, GIÁ 4.5 TỶ
mô tả
+Gia chủ cần bán gấp nhà LÊ ĐỨC THỌ , khu phố VIP tiện ích ngút ngàn,  giao thông thuận tiện các ngả đường lớn, điện đường trường trạm vô cùng đa dạng,
+ nhà mới sẵn ở ngay đón tết, nội thất lung linh, công năng khoa học, vài bước ra bến xe mỹ đình, gần chợ rẻ như chợ quê,
+ khu vực dân trí cao, hàng xóm văn minh, an ninh cực tốt,
+ Nhà cách ngõ ô tô 20m, ngõ thông các ngả đường lớn như NGUYỄN HOÀNG, LÊ QUANG ĐẠO,  MỸ ĐÌNH, HÀM NGHI, PHẠM HÙNG
+ Sổ đỏ chính chủ, vuông vắn hiếm có, sẵn sàng giao dịch.
LIÊN HỆ: MS LAN CHUYÊN NHÀ MẶT PHỐ - THỔ CƯ HÀ NỘI"
3814,"BÁN NHÀ ĐƯỜNG LÊ ĐỨC THỌ, 48M2, NHÀ MỚI, LÔ GÓC, MT 5,8M. QUẬN NAM TỪ LIÊM, HÀ NỘI.
LÔ GÓC HAI THOÁNG - KINH DOANH - GẦN Ô TÔ - TIỆN ÍCH AN SINH ĐẦY ĐỦ - NHÀ MỚI Ở NGAY.
+ Diện tích 48m2.
+ Mặt tiền4,5M
+ 5 tầng.
+ Căn góc trổ cửa thoáng sáng, ngõ thông kinh doanh, gần ô tô bãi xe.
+ thiết kế tầng một để xe bếp ăn, vệ sinh.
+ Tầng 2 phòng khách rộng, vệ sinh.
+ Tầng 3, 4 mỗi tầng hai phòng cầu thang vệ sinh cuối.
+ Tầng 5 một phòng ngủ một phòng thờ.
+ Sổ đỏ chính chủ vuông đẹp sẵn sàng giao dịch.
LIÊN HỆ XEM NHÀ: MS LAN"
3815,"Chủ nhà cần bán gấp nhà phân lô Cầu Giấy, diện tích 40m2, mặt tiền 5.5m, gara 2 xe ô tô thoải mái (ảnh thật 100%).
- Thông số:
Diện tích: 40m2 x 6 tầng.
Mặt tiền: 5,5m.
Đường trước nhà: 4m.
- Thiết kế:
+ Tầng 1: Thông sàn, gara, WC.
+ Tầng 2: PK, bếp, phòng ăn, WC.
+ Tầng 3: 1 phòng master Khép kín.
+ Tầng 4: 2 PN, WC.
+ Tầng 5: Phòng thờ, sân phơi, cây cảnh.
- Nhà mới xây dựng chắc chắn có thể dọn về ở ngay, thiết kế hiện đại, sang trọng, vị trí đắc địa, trung tâm quận Cầu Giấy, 50m ra mặt phố. Vô cùng thuận tiện cho việc đi lại.
- Sổ đỏ chính chủ, giao dịch ngay"
3816,"Bán Gấp nhà Phố TRẦN VỸ,Quận Nam Từ Liêm,48m2 x 5T.mt:4m,giá 5,2 tỷ.
+ Vị trí:Trung tâm Quận Nam Tử Liêm, gần Trường ĐH Thương Mại, KĐT HDMon City,công viên hồ điều hoà Mai Dịch,truyền hình ANTV.
+ Tiện ích:Gần chợ,trường thcs Mai Dịch, bệnh viện 198, viện Y Học Cổ Truyền,Sân Vận Động Quốc Gia.
+ Giao Thông:Nối đường Hồ Tùng Mậu, đường Lê Đức Thọ, Đường Nguyễn Hoàng, Trần Bình, Phạm Hùng.
+ Nhà xây dựng chắc chắn,cầu thang giữa,2 phòng hai bên, tổng 5 phòng ngủ,1 phòng khách và 1 bếp,1 phòng thờ, sân phơi, nhà thoáng sáng, mát mẻ,nhà toàn đồ gỗ bằng lim và pơmu,nhà của quan chức bán mua biệt thự,khách mua về chỉ việc ở ngay, nhà có sân đỗ oto.
+ Pháp Lý: Sổ đỏ chính chủ, vuông vắn sẵn sàng giao dịch ngay."
3817,"BÁN GẤP NHÀ CẦU GIẤY - Ô TÔ QUA NHÀ - KINH DOANH SẦM UẤT - 55M- 6 TẦNG - 10 TỶ
+ Vị trí nằm ngay mặt ngõ 68 Cầu Giấy huyền thoại, kinh doanh sầm uất ngày đêm, gần ngay Quận Uỷ Cầu Giấy, khu vực trung tâm, ở, kinh doanh hoặc cho thuê đều tuyệt vời.
+ Thiết kế 6 tầng, tổng 6 phòng khép kín.
+ Sổ đỏ vuông vắn, sẵn sàng giao dịch."
3818,"BÁN NHÀ PHỐ DỊCH VỌNG - Ô TÔ QUA NHÀ - KINH DOANH SẦM UẤT - 55M- 6 TẦNG - 10 TỶ
+ Vị trí nằm ngay mặt ngõ kinh doanh sầm uất ngày đêm, gần ngay Quận Uỷ Cầu Giấy, khu vực trung tâm, ở, kinh doanh hoặc cho thuê đều tuyệt vời.
+ Thiết kế 6 tầng, tổng 6 phòng khép kín.
+ Sổ đỏ vuông vắn, sẵn sàng giao dịch."
3819,"BÁN NHÀ NGÔ GIA TỰ-LONG BIÊN- KINH DOANH- Ô TÔ TRÁNH- GẦN PHỐ- 150M- 4T- MT10M- 15 TỶ
MÔ TẢ:
- nhà nằm ở vị trí trung tâm, mặt ngõ ô tô tránh, đi lại thuận tiện. xung quanh nhiều tiện ích: gần chợ, bệnh viện Đức Giang, trường học. vài bước ra phố lớn.
- Có thể ở kết hợp kinh doanh đa dạng. hiện tại chủ đang kinh doanh nhà hàng rất đông khách.
- Thiết kế hiện đại 4 tầng tổng 4 phòng ngủ khép kín, với mặt tiền khủng nên phòng nào cũng thoáng sáng, đầy đủ công năng sửa dụng.
- Sổ đỏ chính chủ giao dịch ngay."
3820,"Bán nhà phố Trần Bình - Cầu Giấy. Ô tô tránh đỗ cửa trước nhà ngày đêm, thoáng trước sau, DT 57m2 x 4T, giá 7.4 tỷ.
- Khu nhà phân lô, dân trí siêu cao, thịnh vượng, năng động.
- Nhà thoáng 2 mặt, không hạn chế tầm nhìn. Ở là mê, sống là phê.
+ Chủ nhà có tâm xây nhà rất tâm huyết vì muốn chuyển vào trung tâm Thành phố nên đành bán.
- Nhà nằm trong khu phân lô, đường vào nhà rộng trên 6m, ô tô tránh, đỗ ngày đêm.
+ Sổ đỏ đẹp, chính chủ. Sẵn giao dịch."
3821,"HIẾM! PHÔ TRẦN BÌNH - BIỆT THỰ LÃNH ĐẠO QUÂN ĐỘI - GARA SÂN VƯỜN - VỈA HÈ Ô TÔ DỪNG ĐỖ - 120M- 19,8 TỶ
- Mô tả :
- Khu Biệt Thự nhà thấp tầng VIP nhất quận Cầu Giấy , vỉa hè dừng đỗ . Chỉ có duy nhất căn nhà mình giao bán . đường 2 làn oto tránh nhau thoải mái , vị trí hiếm nhà bán .
- Được kiến trúc sư nổi tiếng thiết kế , trước chủ cho thuê hữu nghị 25tr/tháng.
- Thiết kế :
+ Tầng 1: Sân + Gara + Wc + P.khách + Bếp.
+ Tầng 2,3: 4Pn Khép Kín.
+ Tầng 4: 1P + Phòng thờ + Sân rộng.
- Sổ đỏ chính chủ, vuông vắn ."
3822,"Siêu phẩm Cầu Giấy còn sót lại, nhà nằm mặt ngõ 445 phố Nguyễn Khang xe Ba Gác tránh nhau,  ngõ thông tứ phía, rất gần ngã tư Cầu Giấy.
Nhà thiết kế 4 tầng, không gian thông thoáng các phòng đều có ánh sáng.
+ Tầng 1: Thiết kế thông sàn, khu để xe trước nhà, phòng ăn, vệ sinh.
+ Tầng 2, 3: Mỗi tầng 2 phòng cực đẹp và rộng rãi.
+ Tầng 4: Gian phòng thờ và sân phơi.
- Sổ đỏ chính chủ giao dịch ngay"
3823,"TRUNG TÂM CẦU GIẤY - NHÀ MỚI ĐẸP.
+ Ngõ 79 thông tứ phía, kinh doanh sầm uất, khu vực trung tâm Cầu Giấy, dân trí cao, gần nhiều trường học các cấp, giao thông đi lại thuận tiện. vài bước ra phố lớn.
+ Nhà thiết kế 5 tầng mới đẹp, chắc chắn, hiện đại.
Tầng 1 : Sân, khách, bếp, WC
Tầng 2 : 1PN + WC
Tầng 3 : 1PN + WC
Tầng 4 : 2PN + WC giữa.
Tầng 5 : Phòng thờ rộng + sân phơi.
+ Sổ đỏ sẵn sàng giao dịch.
- LH: MRS Lan xem nhà miễn phí."
3824,"NHÀ ĐẸP CẦU GIẤY- 6 TẦNG- 3 THOÁNG - 10 PHÒNG KHÉP KÍN CHO THUÊ DÒNG TIỀN ỔN ĐỊNH- 67M- 7,6 TỶ
+ Vị trí ngõ thoáng rộng rãi, sạch sẽ, khu vực dân trí cao, cho thuê tốt, gần ngay quận ủy Cầu Giấy, giao thông đi lại thuận tiện.
+ Nhà thiết kế 6 tầng đẹp, chắc chắn, 3 thoáng, 10 phòng khép kín cho thuê.
Tầng 1: Sân để xe, Phòng khách, bếp, vệ sinh.
Tầng 2, 3, 4, 5, 6: Mỗi tầng 2 phòng khép kín.
Tầng tum.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch."
3825,"BÁN GẤP NHÀ NGHĨA ĐÔ- PHÂN LÔ Ô TÔ TRÁNH- TRUNG TÂM CẦU GIẤY- 65M- 5 TẦNG- 15,5 TỶ
Mô tả
-Nhà thuộc khu phân lô của cán bộ bộ Kế hoạch Đầu tư
-Đường trước nhà ô tô tải tránh nhau
-Nhà tự xây 5 tầng kiên cố vào ở được luôn
T1: Gâra oto, bếp, 1WC
T2: khách, 1 ngủ, 1 WC
T3: 2 ngủ, 1 WC
T4: 2 ngủ,  WC
T5: 1 thờ và sân
Khu vực dân trí cao dân cư văn minh, An ninh đảm bảo.
-Sổ phân lô vuông như tờ A4"
3826,"CẦN BÁN GẤP NHÀ ĐẸP PHỐ TRƯỜNG LÂM- LONG BIÊN- KINH DOANH- Ô TÔ TRÁNH- GẦN PHỐ- 180M- 4T- MT10M- 15 TỶ
MÔ TẢ:
- nhà nằm ở vị trí trung tâm, mặt ngõ ô tô tránh, đi lại thuận tiện. xung quanh nhiều tiện ích: gần chợ, bệnh viện Đức Giang, trường học. vài bước ra phố lớn.
- Có thể ở kết hợp kinh doanh đa dạng. hiện tại chủ đang kinh doanh nhà hàng rất đông khách.
- Thiết kế hiện đại 4 tầng tổng 4 phòng ngủ khép kín, với mặt tiền khủng nên phòng nào cũng thoáng sáng, đầy đủ công năng sửa dụng.
- Sổ đỏ chính chủ giao dịch ngay.
- LH: mrs Lan xem nhà và tư vấn trực tiếp"
3827,"TRUNG TÂM CẦU GIẤY - KINH DOANH - GẦN PHỐ - Ô TÔ VÀO NHÀ - NGÕ THÔNG TỨ PHÍA- 80M- 11,8 TỶ
+ Ngõ 37 Dịch Vọng thông sang ngõ 165 Cầu Giấy tương lai quy hoạch mở rộng nhà mình không vướng quy hoạch, ổn định. Khu vực dân trí cao An sinh đỉnh, an ninh cực tốt. Nhà Vị trí đẹp kinh doanh đỉnh xác định bán đất tặng nhà.
+ Nhà xây 2 tầng đã lâu Chủ mới mua về đập đi xây lại toà nhà mới thì đỉnh cao luôn.
- T1: Bếp + ngủ + vệ sinh.
- T2:  ngủ + sân phơi
+ Sổ đỏ vuông đẹp, đất vượng khí tốt"
3828,"CHÍNH CHỦ Bán Nhà Xây Mới 100% Mặt Ngõ Thông  Nguyễn Khang-Cầu Giấy,Lô Góc  2 Mặt Ngõ 2 Mặt Tiền Rộng,Kinh Doanh Nhỏ,Có Thang Máy.
Thiết Kế Hiện Đại Hợp Lý.
-Tầng 1: Để Xe+Thông Sàn Kinh Doanh +Wc
-Tầng 2:Phòng Khách Víp.
-Tầng 3,4,5:3 Phòng Ngủ+3 WC
-Tầng 6:Bếp+ Phòng Thờ+ Sân Phơi.
Pháp lý : sổ đỏ chính, GPXD Đầy Đủ, Hồ sơ thiết kế đầy đủ - sang tên ngay"
3829,"BÁN NHÀ XUÂN ĐỈNH -2 MẶT TIỀN- NGÕ OTO - THÔNG CÁC NGẢ- KHU VỰC ĐANG PHÁT TRIỂN MẠNH- NHÀ ĐẸP Ở LUÔN
- Nhà 2 mặt thoáng trước sau,  Ngõ Rộng Ô tô Đỗ cửa. Cách đường Phạm văn Đồng 50m, phù hợp vừa ở vừa KD
- Nhà xây dựng theo kiến trúc hiện đại, sang trọng, rất hợp lý
Tầng 1: Chỗ Để xe và Phòng Khách
Tầng 2: Phòng bếp và 1 Phòng ngủ
Tầng 3,4: Mỗi tầng 2 Phòng Ngủ
Tầng 5: Phòng thờ và Sân Vườn
- Ngõ thông các ngả, Thuận tiện đi lên sân bay và gần kề nhiều khu đô thị Cao cấp như CiPutra, Tây Hồ Tây, Ngoại giao Đoàn.
Sổ đỏ chính chủ, sẵn sàng giao dịch"
